_id,ltable_id,rtable_id,label,ltable_value,rtable_value
61,157,14,0,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ) adobe systems inc ,633808063023 wasp bar code fontware complete package 10 users cd win english  154.6
62,208,14,0,wasp bar code wasp bar code labeler complete package 3 users std cd - wasp technologies ,633808063023 wasp bar code fontware complete package 10 users cd win english  154.6
63,662,15,0,microsoft windows terminal server 2003 client additional license for users - 5 user microsoft 669.0,0202-034 axis camera station license 1 additional user  95.12
64,106,16,0,cisco security server agent for windows and solaris license 100 agents win solaris csa-b100-srvr-k9 ) cisco-systems-enterprise ,eu063av aba microsoft windows xp professional license and media 1 user cto english -  137.09
65,135,16,0,microsoft crm professional cal 3.0 product upgrade license pack user cal microsoft software 9980.0,eu063av aba microsoft windows xp professional license and media 1 user cto english -  137.09
66,155,16,0,softgrid cal for ts 4.1 english mlp 20 user cal microsoft ,eu063av aba microsoft windows xp professional license and media 1 user cto english -  137.09
67,198,16,0,scansoft paperport professional 11 5 user license nuance communications inc. 949.99,eu063av aba microsoft windows xp professional license and media 1 user cto english -  137.09
68,248,16,0,microsoft windows small business server cal 2003 license pack 20 client addpack device microsoft software ,eu063av aba microsoft windows xp professional license and media 1 user cto english -  137.09
69,251,16,0,microsoft crm small business ed cal 3.0 license pack user cal microsoft software 9929.0,eu063av aba microsoft windows xp professional license and media 1 user cto english -  137.09
70,393,16,0,microsoft visual studio test agent 2005 cd 1 processor license microsoft software 5099.0,eu063av aba microsoft windows xp professional license and media 1 user cto english -  137.09
71,431,16,0,microsoft windows server 2003 client additional license for devices 5 pack microsoft 209.0,eu063av aba microsoft windows xp professional license and media 1 user cto english -  137.09
72,512,16,0,microsoft windows xp professional upgrade with sp2 microsoft software 199.99,eu063av aba microsoft windows xp professional license and media 1 user cto english -  137.09
73,531,16,0,microsoft windows server 2003 client additional license for users-5 pack microsoft 809.0,eu063av aba microsoft windows xp professional license and media 1 user cto english -  137.09
74,544,16,0,microsoft windows xp home edition full version with sp2 microsoft 199.0,eu063av aba microsoft windows xp professional license and media 1 user cto english -  137.09
75,632,16,0,microsoft windows xp professional full version with sp2 microsoft 299.99,eu063av aba microsoft windows xp professional license and media 1 user cto english -  137.09
76,645,16,0,microsoft virtual pc for mac 7.0 with windows xp home microsoft 219.99,eu063av aba microsoft windows xp professional license and media 1 user cto english -  137.09
77,662,16,0,microsoft windows terminal server 2003 client additional license for users - 5 user microsoft 669.0,eu063av aba microsoft windows xp professional license and media 1 user cto english -  137.09
78,753,16,0,microsoft office & windows training professional topics entertainment 49.95,eu063av aba microsoft windows xp professional license and media 1 user cto english -  137.09
79,209,17,0,ibm rational clearcase lt v. 6.0.0 media vol passport passport adva ibm ,bb0gyna ibm informix dynamic server enterprise edition v. 9.4 media cd linux  195.53
80,231,17,0,red hat enterprise linux ws v. 4 update 4 license 1 workstation rl296aa ) hewlett packard ,bb0gyna ibm informix dynamic server enterprise edition v. 9.4 media cd linux  195.53
81,242,17,0,lotus dev . ibm db2 net search extender v. 8.2 media bb0kyna ) lotus development corp ,bb0gyna ibm informix dynamic server enterprise edition v. 9.4 media cd linux  195.53
82,1063,17,0,lotus dev . ibm informix online personal edition media bb0d4na ) lotus development corp ,bb0gyna ibm informix dynamic server enterprise edition v. 9.4 media cd linux  195.53
83,662,18,0,microsoft windows terminal server 2003 client additional license for users - 5 user microsoft 669.0,eqzfn07-201 zetafax business edition license 5 users win  499.17
84,287,19,0,sibelius 5 professional edition sibelius-software-ltd . 599.0,633808390266 wasp mobileasset professional edition combo pack with spt 1800 v. 5 comp  2021.99
85,771,19,0,e frontier poser 6 collector 's edition with volume 1 figure pack ( mac ) curious-labs-inc . 279.99,633808390266 wasp mobileasset professional edition combo pack with spt 1800 v. 5 comp  2021.99
86,92,20,0,computrace lojack for laptops 4 year subscription absolute software 119.99,wg017449 watchguard firebox x5500e utm software suite subscription license 1 year +  3715.48
87,393,20,0,microsoft visual studio test agent 2005 cd 1 processor license microsoft software 5099.0,wg017449 watchguard firebox x5500e utm software suite subscription license 1 year +  3715.48
88,478,20,0,sonicwall comprehensive gateway security suite 1 year upgrade plan 01-ssc-5845 ) sonic systems inc. . ,wg017449 watchguard firebox x5500e utm software suite subscription license 1 year +  3715.48
89,838,20,0,computrace lojack for laptops 3 year license ( mac ) absolute software 99.95,wg017449 watchguard firebox x5500e utm software suite subscription license 1 year +  3715.48
90,970,20,0,computrace lojack for laptops : 3 year subscription absolute software 99.99,wg017449 watchguard firebox x5500e utm software suite subscription license 1 year +  3715.48
91,973,20,0,computrace lojack for laptops : 1 year subscription absolute software 49.99,wg017449 watchguard firebox x5500e utm software suite subscription license 1 year +  3715.48
92,975,20,0,computrace lojack for laptops 1 year license ( mac ) absolute software 49.95,wg017449 watchguard firebox x5500e utm software suite subscription license 1 year +  3715.48
93,157,21,0,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ) adobe systems inc ,11k2990 international printing for mysap.com complete package 1 client cd englis  149.43
94,208,21,0,wasp bar code wasp bar code labeler complete package 3 users std cd - wasp technologies ,11k2990 international printing for mysap.com complete package 1 client cd englis  149.43
95,106,22,0,cisco security server agent for windows and solaris license 100 agents win solaris csa-b100-srvr-k9 ) cisco-systems-enterprise ,5325302018 snap enterprise data replicator license 1 server linux unix win  663.22
96,133,22,0,snap enterprise data replicator advanced license for 10000 series adaptec ,5325302018 snap enterprise data replicator license 1 server linux unix win  663.22
97,231,22,0,red hat enterprise linux ws v. 4 update 4 license 1 workstation rl296aa ) hewlett packard ,5325302018 snap enterprise data replicator license 1 server linux unix win  663.22
98,472,23,0,ov data protector open file 5-wk v. 9 ltu incl ltu for 5 win nt/2000/xp workstati hewlett packard ,38039440dm adobe flash cs3 professional v. 9 media tlp tlp nonprofit dvd win  18.88
99,642,23,0,adobe flash pro cs3 [ mac ] adobe 699.0,38039440dm adobe flash cs3 professional v. 9 media tlp tlp nonprofit dvd win  18.88
100,661,23,0,adobe cs3 design standard macosx dvd adobe 399.0,38039440dm adobe flash cs3 professional v. 9 media tlp tlp nonprofit dvd win  18.88
101,1130,23,0,adobe cs3 design premium macosx dvd adobe 599.0,38039440dm adobe flash cs3 professional v. 9 media tlp tlp nonprofit dvd win  18.88
102,1262,23,0,adobe flash pro cs3 upgrade [ mac ] adobe 199.0,38039440dm adobe flash cs3 professional v. 9 media tlp tlp nonprofit dvd win  18.88
103,345,24,0,portfolio media kit be syst recovery 7.0 win small business ed symantec 50.0,11105106 symantec bindview policy manager v. 1.0 media cd win english  16.09
104,439,24,0,sym clt security 3.1 scs media cd en symantec media 28.0,11105106 symantec bindview policy manager v. 1.0 media cd win english  16.09
105,6,25,0,adobe after effects professional 6.5 upgrade from standard to professional adobe 499.99,25510587 adobe after effects cs3 professional complete package 1 user dvd win c  1054.23
106,157,25,0,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ) adobe systems inc ,25510587 adobe after effects cs3 professional complete package 1 user dvd win c  1054.23
107,250,25,0,adobe after effects professional 7.0 adobe 999.0,25510587 adobe after effects cs3 professional complete package 1 user dvd win c  1054.23
108,333,25,0,adobe after effects 7.0 professional ( mac ) adobe 999.0,25510587 adobe after effects cs3 professional complete package 1 user dvd win c  1054.23
109,452,25,0,adobe after effects cs3 adobe 999.0,25510587 adobe after effects cs3 professional complete package 1 user dvd win c  1054.23
110,592,25,0,adobe after effects cs3 upgrade adobe 299.0,25510587 adobe after effects cs3 professional complete package 1 user dvd win c  1054.23
111,661,25,0,adobe cs3 design standard macosx dvd adobe 399.0,25510587 adobe after effects cs3 professional complete package 1 user dvd win c  1054.23
112,1130,25,0,adobe cs3 design premium macosx dvd adobe 599.0,25510587 adobe after effects cs3 professional complete package 1 user dvd win c  1054.23
113,1282,25,0,adobe after effects cs3 adobe 999.0,25510587 adobe after effects cs3 professional complete package 1 user dvd win c  1054.23
114,478,26,0,sonicwall comprehensive gateway security suite 1 year upgrade plan 01-ssc-5845 ) sonic systems inc. . ,wg017127 watchguard gateway antivirus for e-mail maintenance 1 year 1 device wi  751.44
115,973,26,0,computrace lojack for laptops : 1 year subscription absolute software 49.99,wg017127 watchguard gateway antivirus for e-mail maintenance 1 year 1 device wi  751.44
116,975,26,0,computrace lojack for laptops 1 year license ( mac ) absolute software 49.95,wg017127 watchguard gateway antivirus for e-mail maintenance 1 year 1 device wi  751.44
117,1301,26,0,bitdefender antivirus 10.0 [ 2 year subscription for 2 pcs ] global-marketing-partners 39.95,wg017127 watchguard gateway antivirus for e-mail maintenance 1 year 1 device wi  751.44
118,157,28,0,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ) adobe systems inc ,633808035020 wasp nest ccd suite business edition complete package 1 user cd win  179.03
119,208,28,0,wasp bar code wasp bar code labeler complete package 3 users std cd - wasp technologies ,633808035020 wasp nest ccd suite business edition complete package 1 user cd win  179.03
120,157,29,0,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ) adobe systems inc ,711-00072 microsoft entertainment pocketpak 2004 productivity pack complete package 1  29.93
121,211,29,0,microsoft entertainment pack ce microsoft 49.5,711-00072 microsoft entertainment pocketpak 2004 productivity pack complete package 1  29.93
122,492,29,0,microsoft productivity pack for windows mobile microsoft 29.99,711-00072 microsoft entertainment pocketpak 2004 productivity pack complete package 1  29.93
123,157,31,0,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ) adobe systems inc ,buvsag-00000 ulead videostudio 10 complete package 1 user win english  61.94
124,1221,31,0,ulead videostudio 10 corel 69.99,buvsag-00000 ulead videostudio 10 complete package 1 user win english  61.94
125,157,32,0,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ) adobe systems inc ,s71-00009 perfect dark zero complete package 1 user microsoft xbox 360 dvd engli  34.38
126,157,33,0,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ) adobe systems inc ,c6q-00002 microsoft digital image suite plus complete package 1 pc cd-rom ( mini box )  93.33
127,243,33,0,money premium 2007 win32 eng na mini box us only cd microsoft 118.46,c6q-00002 microsoft digital image suite plus complete package 1 pc cd-rom ( mini box )  93.33
128,501,33,0,microsoft digital image suite plus [ lb ] microsoft software 129.95,c6q-00002 microsoft digital image suite plus complete package 1 pc cd-rom ( mini box )  93.33
129,1213,33,0,money home & business 2007 win32 eng na mini box us only cd microsoft 139.43,c6q-00002 microsoft digital image suite plus complete package 1 pc cd-rom ( mini box )  93.33
130,1215,33,0,microsoft digital image suite 2006 plus pinnacle studio 10.0 microsoft 99.95,c6q-00002 microsoft digital image suite plus complete package 1 pc cd-rom ( mini box )  93.33
131,157,34,0,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ) adobe systems inc ,ma166z/a ilife '06 complete package 1 user dvd mac  72.74
132,538,34,0,apple iwork '06 ( mac dvd ) apple 79.0,ma166z/a ilife '06 complete package 1 user dvd mac  72.74
133,542,34,0,apple ilife '06 ( mac dvd ) [ older version ] apple computer 79.0,ma166z/a ilife '06 complete package 1 user dvd mac  72.74
134,591,34,0,apple iwork '06 family pack ( mac dvd ) [ older version ] apple 99.0,ma166z/a ilife '06 complete package 1 user dvd mac  72.74
135,860,34,0,apple ilife '06 family pack ( mac dvd ) [ older version ] apple computer 99.0,ma166z/a ilife '06 complete package 1 user dvd mac  72.74
136,154,35,0,cisco 3745 ser ios ent cd374-esk9 = ) cisco systems enterprise 2814.33,s45es-12225sg = cisco ios enterprise services v. 12.2 ( 25 ) sg complete package  7022.74
137,204,35,0,cisco ios enterprise services complete package cd28-esk9 = ) cisco systems enterprise ,s45es-12225sg = cisco ios enterprise services v. 12.2 ( 25 ) sg complete package  7022.74
138,260,35,0,cisco 2600xm ser ios ip/fw/ids cd26xm-ch = ) cisco systems enterprise ,s45es-12225sg = cisco ios enterprise services v. 12.2 ( 25 ) sg complete package  7022.74
139,799,35,0,hp dss software v. 4.0 complete package t1936aa ua0 ) hewlett-packard - ( consumables ) 630.36,s45es-12225sg = cisco ios enterprise services v. 12.2 ( 25 ) sg complete package  7022.74
140,93,36,0,microsoft office frontpage 2003 academic version windows ) microsoft 159.98,t74-00004 microsoft windows small business server 2003 license 20 additional user cals  1834.4
141,106,36,0,cisco security server agent for windows and solaris license 100 agents win solaris csa-b100-srvr-k9 ) cisco-systems-enterprise ,t74-00004 microsoft windows small business server 2003 license 20 additional user cals  1834.4
142,135,36,0,microsoft crm professional cal 3.0 product upgrade license pack user cal microsoft software 9980.0,t74-00004 microsoft windows small business server 2003 license 20 additional user cals  1834.4
143,155,36,0,softgrid cal for ts 4.1 english mlp 20 user cal microsoft ,t74-00004 microsoft windows small business server 2003 license 20 additional user cals  1834.4
144,218,36,0,microsoft upg win small business svr cal t74-01215 ) microsoft corporation 330.14,t74-00004 microsoft windows small business server 2003 license 20 additional user cals  1834.4
145,248,36,0,microsoft windows small business server cal 2003 license pack 20 client addpack device microsoft software ,t74-00004 microsoft windows small business server 2003 license 20 additional user cals  1834.4
146,251,36,0,microsoft crm small business ed cal 3.0 license pack user cal microsoft software 9929.0,t74-00004 microsoft windows small business server 2003 license 20 additional user cals  1834.4
147,271,36,0,microsoft office small business 2007 microsoft software 735.33,t74-00004 microsoft windows small business server 2003 license 20 additional user cals  1834.4
148,431,36,0,microsoft windows server 2003 client additional license for devices 5 pack microsoft 209.0,t74-00004 microsoft windows small business server 2003 license 20 additional user cals  1834.4
149,443,36,0,microsoft windows small business server premium 2003 r2 upgrade cd/dvd 5 client microsoft 709.0,t74-00004 microsoft windows small business server 2003 license 20 additional user cals  1834.4
150,496,36,0,microsoft windows vista business 32-bit for system builders microsoft 179.99,t74-00004 microsoft windows small business server 2003 license 20 additional user cals  1834.4
151,502,36,0,symc backup exec sbs prm 11d win small business server symantec 885.83,t74-00004 microsoft windows small business server 2003 license 20 additional user cals  1834.4
152,531,36,0,microsoft windows server 2003 client additional license for users-5 pack microsoft 809.0,t74-00004 microsoft windows small business server 2003 license 20 additional user cals  1834.4
153,550,36,0,windows vista business spanish full version [ dvd ] microsoft 329.95,t74-00004 microsoft windows small business server 2003 license 20 additional user cals  1834.4
154,584,36,0,microsoft windows vista business full version [ dvd ] microsoft 299.95,t74-00004 microsoft windows small business server 2003 license 20 additional user cals  1834.4
155,604,36,0,microsoft office small business 2007 full version microsoft 449.95,t74-00004 microsoft windows small business server 2003 license 20 additional user cals  1834.4
156,662,36,0,microsoft windows terminal server 2003 client additional license for users - 5 user microsoft 669.0,t74-00004 microsoft windows small business server 2003 license 20 additional user cals  1834.4
157,937,36,0,symc backup exec sbs std 11d win small business server standard symantec 811.21,t74-00004 microsoft windows small business server 2003 license 20 additional user cals  1834.4
158,1292,36,0,small business server 2003 20u cal addpak user microsoft ,t74-00004 microsoft windows small business server 2003 license 20 additional user cals  1834.4
159,157,37,0,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ) adobe systems inc ,122103 quarkxpress v. 7 complete package 1 user cd win mac  742.21
160,208,37,0,wasp bar code wasp bar code labeler complete package 3 users std cd - wasp technologies ,122103 quarkxpress v. 7 complete package 1 user cd win mac  742.21
161,799,37,0,hp dss software v. 4.0 complete package t1936aa ua0 ) hewlett-packard - ( consumables ) 630.36,122103 quarkxpress v. 7 complete package 1 user cd win mac  742.21
162,1100,37,0,poser 7 win 2000 xp mac os 10.4 & up aladdin systems 199.99,122103 quarkxpress v. 7 complete package 1 user cd win mac  742.21
163,107,38,0,photoshop elements 5 and premiere elements 3 bundle win minibox ( 29180248 ) adobe 242.62,dsv3-swa dsview v. 3 license 5 users 1 hub win  2426.1
164,231,38,0,red hat enterprise linux ws v. 4 update 4 license 1 workstation rl296aa ) hewlett packard ,dsv3-swa dsview v. 3 license 5 users 1 hub win  2426.1
165,472,38,0,ov data protector open file 5-wk v. 9 ltu incl ltu for 5 win nt/2000/xp workstati hewlett packard ,dsv3-swa dsview v. 3 license 5 users 1 hub win  2426.1
166,662,38,0,microsoft windows terminal server 2003 client additional license for users - 5 user microsoft 669.0,dsv3-swa dsview v. 3 license 5 users 1 hub win  2426.1
167,157,41,0,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ) adobe systems inc ,fpm32c070-a08n monarch standard edition v. 7.0 complete package 8 users cd win  3640.84
168,208,41,0,wasp bar code wasp bar code labeler complete package 3 users std cd - wasp technologies ,fpm32c070-a08n monarch standard edition v. 7.0 complete package 8 users cd win  3640.84
169,799,41,0,hp dss software v. 4.0 complete package t1936aa ua0 ) hewlett-packard - ( consumables ) 630.36,fpm32c070-a08n monarch standard edition v. 7.0 complete package 8 users cd win  3640.84
170,1061,41,0,datawatch monarch v7 ntwk-starter cd most 8u fpm32c070-a08n ) datawatch ,fpm32c070-a08n monarch standard edition v. 7.0 complete package 8 users cd win  3640.84
171,137,42,0,netmanage rumba unix-hp edition v. 7.3 upgrade license 902453-006 ) netmanage ,910519-004 rumba as/400 edition v. 7.4 upgrade license 1 processor tier p10 c  3223.26
172,165,42,0,hp storageworks secure path for windows workgroup edition v. 4.0 c license 213076-b26 ) hewlett packard ,910519-004 rumba as/400 edition v. 7.4 upgrade license 1 processor tier p10 c  3223.26
173,213,42,0,netmanage rumba web as/400 edition 910523-002 ) netmanage ,910519-004 rumba as/400 edition v. 7.4 upgrade license 1 processor tier p10 c  3223.26
174,224,42,0,netmanage rumba web as/400 edition 910584-001 ) netmanage ,910519-004 rumba as/400 edition v. 7.4 upgrade license 1 processor tier p10 c  3223.26
175,231,42,0,red hat enterprise linux ws v. 4 update 4 license 1 workstation rl296aa ) hewlett packard ,910519-004 rumba as/400 edition v. 7.4 upgrade license 1 processor tier p10 c  3223.26
176,247,42,0,netmanage onweb web-to-host v. 5.1 upgrade license 910443-004 ) netmanage ,910519-004 rumba as/400 edition v. 7.4 upgrade license 1 processor tier p10 c  3223.26
177,393,42,0,microsoft visual studio test agent 2005 cd 1 processor license microsoft software 5099.0,910519-004 rumba as/400 edition v. 7.4 upgrade license 1 processor tier p10 c  3223.26
178,157,43,0,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ) adobe systems inc ,10568 hoyle puzzle & board games 2005 complete package 1 user pc cd win  14.51
179,208,43,0,wasp bar code wasp bar code labeler complete package 3 users std cd - wasp technologies ,10568 hoyle puzzle & board games 2005 complete package 1 user pc cd win  14.51
180,393,43,0,microsoft visual studio test agent 2005 cd 1 processor license microsoft software 5099.0,10568 hoyle puzzle & board games 2005 complete package 1 user pc cd win  14.51
181,581,43,0,hoyle board games encore 9.99,10568 hoyle puzzle & board games 2005 complete package 1 user pc cd win  14.51
182,788,43,0,hoyle puzzle & board games encore software 19.95,10568 hoyle puzzle & board games 2005 complete package 1 user pc cd win  14.51
183,1044,43,0,hoyle puzzle & board games 2007 encore software 19.99,10568 hoyle puzzle & board games 2005 complete package 1 user pc cd win  14.51
184,205,44,0,nortel contivity stateful firewall license standard 1 switch nortel ,dm0016009 contivity stateful firewall license 1 switch english  371.5
185,157,45,0,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ) adobe systems inc ,22030094 adobe encore dvd v. 2.0 complete package 1 user dvd win universa  377.61
186,493,45,0,adobe encore dvd 2.0 adobe 349.0,22030094 adobe encore dvd v. 2.0 complete package 1 user dvd win universa  377.61
187,799,45,0,hp dss software v. 4.0 complete package t1936aa ua0 ) hewlett-packard - ( consumables ) 630.36,22030094 adobe encore dvd v. 2.0 complete package 1 user dvd win universa  377.61
188,106,46,0,cisco security server agent for windows and solaris license 100 agents win solaris csa-b100-srvr-k9 ) cisco-systems-enterprise ,5325302020 snap enterprise data replicator advanced license 1 server linux unix win  1320.64
189,133,46,0,snap enterprise data replicator advanced license for 10000 series adaptec ,5325302020 snap enterprise data replicator advanced license 1 server linux unix win  1320.64
190,231,46,0,red hat enterprise linux ws v. 4 update 4 license 1 workstation rl296aa ) hewlett packard ,5325302020 snap enterprise data replicator advanced license 1 server linux unix win  1320.64
